,NaturalPersonID,ProductName,CreditSum,TypeOfWork,Employment,SignIP,sex,age,EducationStatus,otrasl_rabotodatelya,kolichestvo_rabotnikov_v_organizacii,OrgStanding_N,kolichestvo_detej_mladshe_18,LivingRegionName,Residence,IncomeDocumentKind,HaveSalaryCard,IsBankWorker,harakteristika_tekutschego_trudoustrojstva,ConfirmedMonthlyIncome (Target),month,day,year
9709,ACC4A84F-8CD3-4ADA-A9B6-30E9919A388A,1,450000.0,1,1,0,1,40,5,2,4,17.0,2,44,1,1,1,0,2,28747.13,12,13,2017
9710,E33B92EF-85DF-4017-A563-6FCF53E831C4,1,337500.0,1,1,0,2,28,4,24,3,2.333333,0,23,2,3,0,0,2,39570.5,4,18,2018
9711,6BF00C08-A6A6-4F11-8DC4-B34567D3CB49,1,322500.0,1,1,0,2,37,3,21,4,14.0,2,27,1,0,0,0,2,32884.36,10,20,2017
9712,F21F080C-D0A8-4059-9672-169FAACF1FB5,2,380997.6,0,2,0,2,47,5,28,4,9.75,0,15,2,1,0,1,2,44793.19,6,22,2018
9713,A128A4E5-3CF6-4DC9-80C9-9C0805C322C0,1,538522.0,1,2,0,2,41,5,1,3,19.0,2,25,2,0,0,0,2,47719.5,10,20,2017
9714,4E54722D-237E-4F1D-9611-0370EAEAB156,1,404315.37,1,3,0,2,47,3,23,1,5.25,1,9,2,3,0,0,2,58290.0,4,18,2018
9715,FECBFCF2-D462-4E8B-BECD-81BFF63EBAFC,1,250000.0,1,1,0,2,26,3,18,1,7.0,0,42,2,3,0,0,2,26100.0,10,19,2017
9716,418175F1-7499-43BB-A05E-BC456D22BE98,1,304000.0,1,1,0,2,50,3,18,1,13.0,0,44,1,0,0,0,2,20880.0,3,5,2018
9717,0A2F34AE-F202-417B-8CB1-7046AD4E187D,1,577315.0,1,1,0,2,55,3,12,4,20.0,0,0,2,0,0,0,2,35099.94,1,15,2018
9718,09EE38D6-A186-47E0-A2B7-7530E19AD1A1,1,562500.0,1,1,0,2,48,5,1,3,3.083333,0,29,2,0,0,0,2,28707.03,4,24,2018
9719,37B182D1-F81A-4012-A0EC-71872821EBB8,1,51875.0,2,1,0,1,60,2,18,4,36.0,0,15,0,1,1,0,2,20987.17,10,4,2017
9720,83A7C37C-D5D9-454C-A46A-FDF0BD12A7C6,1,126816.83,1,1,0,1,54,3,13,2,29.666666,0,6,1,1,1,0,2,9548.95,3,20,2018
9721,DA692A11-EC6B-4BB6-A8B0-DE239D2930F3,1,720250.0,1,1,0,2,39,5,2,4,15.0,1,15,0,1,1,0,2,42211.21,10,3,2017
9722,FE8D3022-B297-4DF0-9CE9-51A4D5AE4877,1,1000000.0,1,3,0,1,42,5,29,2,9.5,1,29,2,0,1,0,2,111351.3,9,26,2017
9723,A1EF658A-84AB-427A-AEEA-C188FED822ED,1,787500.0,1,1,0,2,48,5,13,3,10.166666,1,18,2,0,0,0,2,76661.23,2,7,2018
9724,B6A9ED31-6EC2-4C99-9056-56461712A0EA,1,710000.0,0,1,0,1,27,3,2,4,6.0,0,42,2,0,0,0,2,41837.33,11,27,2018
9725,59ED428A-E9A5-4834-A39D-8739A3D0F18D,1,550000.0,1,1,0,1,23,3,2,4,3.333333,0,3,1,1,1,0,2,28795.63,1,19,2018
9726,BBB8437C-7B26-405A-A737-4AC80EC12F78,1,562500.0,1,2,0,1,38,5,1,3,9.0,2,18,2,0,0,0,2,61239.89,2,7,2018
9727,569F1D17-17CE-49E6-9A62-7532A9AFBD5C,1,562500.0,1,2,0,2,27,5,18,3,4.333333,0,15,2,0,0,0,2,52799.26,1,23,2018
9728,C34FF77C-4879-4AB7-A763-43BD9146F312,1,105000.0,1,1,0,1,29,5,13,2,10.0,1,6,1,1,1,0,2,25234.24,2,14,2018
9729,8BC6A844-214F-4A42-84D0-51646C63E7B6,1,86000.0,1,1,0,2,27,2,0,4,1.25,0,32,2,0,0,0,2,20436.84,3,14,2018
9730,7676968E-D3CA-4851-B0C3-8C514140EE3D,1,500000.0,1,3,0,1,30,5,23,4,0.75,1,7,1,0,0,0,2,32615.89,4,27,2018
9731,B3A9A22C-4910-4662-848E-8AB08BC9A982,1,500000.0,0,1,0,1,39,5,27,4,0.833333,0,34,2,0,0,0,2,11283.88,8,13,2018
9732,6329AC2F-4948-4DF0-8910-E6E80BA51AB5,1,282319.0,1,1,0,2,26,3,18,4,1.5,0,27,2,0,0,0,2,29139.5,12,16,2017
9733,7FE44439-9362-47CE-8AFF-8E66B4512F84,2,31000.0,0,1,0,2,41,3,15,2,5.0,2,33,1,0,0,0,2,25811.2,11,15,2018
9734,8AAC0B48-F09F-43F1-AFF0-574F51A9FA3F,1,506000.0,0,4,0,2,51,5,30,4,33.0,0,25,2,1,1,0,2,62016.57,11,12,2018
9735,38652E42-80EA-4A96-9822-E2DE90B1D699,1,645000.0,1,1,0,2,34,5,30,1,12.583333,1,3,1,1,1,0,2,57492.21,5,16,2018
9736,73DC4821-DF7E-4451-872D-BB6D64DF36DF,1,168750.0,1,1,0,1,55,3,18,3,12.0,0,1,1,0,0,0,2,25317.0,4,3,2018
9737,7F33A06F-14DA-4040-8C72-F75FDFBF8EBA,1,453000.0,1,1,0,1,53,3,2,4,34.0,0,30,1,1,1,0,2,14589.23,2,7,2018
9738,D29DA8D9-DCED-44D5-B9D7-78F872EE071E,1,300000.0,1,3,0,2,51,5,18,1,9.916666,0,44,1,0,1,0,2,62161.5,2,27,2018
9739,295554F7-1AA2-46C3-8C71-9BD1C08D59EB,1,315000.0,1,1,0,2,32,5,9,4,1.5,0,42,2,1,1,0,2,52391.6,4,6,2018
9740,37ADC76E-6D33-4D94-A68C-0243DE8CF989,1,562500.0,1,1,0,2,30,5,18,3,1.166666,1,25,2,1,1,0,2,59901.08,3,30,2018
9741,D958D737-6C45-4994-8A35-3704CB3C39F3,1,506250.0,1,1,0,1,55,3,18,2,37.0,0,44,2,0,0,0,2,34118.5,3,23,2018
9742,ECD20D56-6B53-4005-BB50-D92FC910AA36,1,118910.77,1,1,0,1,32,6,18,3,10.666666,2,14,1,1,1,0,2,22436.61,1,17,2018
9743,270B4752-4764-4837-A551-3A6E4E28BBA4,1,136900.0,1,1,0,1,33,5,30,4,7.0,1,7,2,0,0,0,2,39689.42,1,17,2018
9744,3FB0E588-A16B-45BD-9C64-2A6B4C6352F0,2,100000.0,0,1,0,1,30,5,28,4,5.0,1,35,2,1,0,1,2,25523.15,11,2,2018
9745,AA3EC6D3-154A-4D57-A759-4B6FC1024AD9,1,210072.29,1,4,0,1,34,4,18,2,4.583333,0,29,2,0,0,0,2,54761.67,1,10,2018
9746,A96F7229-CB28-4B8F-8E1C-E14F612FFFC3,1,600000.0,1,2,0,1,47,5,18,4,11.666666,0,2,1,1,1,0,2,32792.5,5,16,2018
9747,F367A22A-AAA1-46CB-82AD-EFE5EF52D237,1,500000.0,1,1,0,1,60,3,18,4,40.0,0,4,1,0,0,0,2,51878.74,4,21,2018
9748,DFA2BA8E-A21E-4A28-9BFF-2BC515C358E4,1,509450.0,0,1,0,2,29,4,29,4,10.916666,1,27,2,0,0,0,2,48577.65,7,11,2018
9749,9F4F4720-E0A7-489C-8A06-AE90246BD34F,1,537500.0,0,1,0,1,53,3,1,4,29.583333,0,36,2,0,0,0,2,55230.51,7,13,2018
9750,13320A27-6485-4CCA-ABD4-E05C143503A7,1,600000.0,1,1,0,2,25,3,18,4,1.5,0,12,1,0,0,0,2,30888.84,10,24,2017
9751,A9CDD389-A02C-4B82-BF53-7E4C7A64EBFA,1,322500.0,1,1,0,2,53,5,0,4,4.0,1,42,2,1,1,0,2,81506.0,1,16,2018
9752,37520830-3623-441E-8CB1-5642263F855A,1,787500.0,1,2,0,1,39,5,12,4,15.333333,0,25,2,0,0,0,2,76540.77,11,3,2017
9753,106E2C60-EE1E-4856-B884-4C595545AD63,1,500000.0,1,1,0,2,26,4,24,4,3.5,0,37,2,0,0,0,2,44592.1,3,29,2018
9754,757AFC90-E5C3-4A06-9D90-2C6B8FF0AF33,1,100000.0,1,1,0,2,29,5,13,2,2.166666,1,15,2,1,1,0,2,73541.81,3,22,2018
9755,52506D48-4E97-4B10-AB5F-8EEAA3F8F300,1,587250.0,1,1,0,2,34,5,1,4,5.083333,0,1,1,0,0,0,2,28619.68,4,16,2018
9756,EEB42A54-3B42-4130-A75E-9231223F527B,1,593375.0,1,2,0,2,42,3,18,3,13.0,3,15,2,1,1,0,2,28908.02,3,22,2018
9758,8A2066A4-CFE5-471E-B5FA-386FBC13DBA3,1,500000.0,1,2,0,1,45,5,27,2,7.0,0,44,1,1,1,0,2,29598.45,4,3,2018
9759,2ED391B8-F555-4286-BA7C-BFEE32500B61,1,70000.0,1,1,0,1,37,2,29,4,2.25,2,22,2,1,1,0,2,37847.22,11,13,2017
9760,CE0EA794-CDE6-42DC-9EC3-B22A5BBD01EE,2,30000.0,1,1,0,1,27,4,0,2,0.75,0,15,2,1,1,0,2,19998.46,1,24,2018
9761,C522FEBE-0D45-41E3-A09A-929E34C36B81,1,365500.0,1,1,0,2,46,2,12,4,19.0,2,1,1,0,0,0,2,44344.69,2,5,2018
9762,F0070E17-A607-4A7D-92C7-43204DE09035,1,550000.0,1,3,0,2,37,6,29,1,5.25,3,43,2,3,0,0,2,77290.17,12,7,2017
9763,90D744EA-4D49-4522-8C2A-752F4473F26C,1,484100.0,1,1,0,1,48,3,18,2,6.833333,0,3,1,1,1,0,2,24771.86,4,10,2018
9764,3AE8D88B-F4BF-42C6-A7D0-C601A0708EC8,1,760000.0,1,2,0,1,48,5,2,4,25.0,1,25,2,1,1,0,2,64314.94,4,11,2018
9765,7FBBFDB8-67B0-4B33-B3C3-17B7C95B172E,1,337500.0,1,1,0,1,51,5,13,3,21.0,0,15,1,1,1,0,2,23093.0,3,20,2018
9766,A5A3FCA5-6EC0-47BD-9AE1-F75A018E4514,1,500000.0,1,1,0,2,40,3,21,1,1.75,2,44,1,3,0,0,2,8700.0,2,21,2018
9767,1108A24E-8854-4BB0-B5EF-D62F3756017D,1,800000.0,0,1,0,1,35,5,23,1,0.916666,1,26,2,3,1,0,2,40890.0,12,20,2018
9768,08A44428-B81E-436E-93A9-567840F2CB6C,1,1339333.49,0,2,0,2,40,5,18,4,16.0,2,25,2,0,1,0,2,70681.33,12,13,2018
9769,CFA16DD3-86F0-474D-94CD-507E3321EEB1,1,798000.0,0,1,0,2,40,3,16,4,17.5,0,33,2,0,0,0,2,38586.53,12,6,2018
9770,D213C17B-CE65-48BF-9B67-8277EDD6E114,1,310000.0,0,1,0,1,50,3,2,2,5.833333,0,28,1,0,0,0,2,21392.21,12,11,2018
9771,6375A9B4-CD78-4DFB-B3B8-8D3B0DB515B4,1,437051.13,0,1,0,2,34,3,30,3,13.0,0,4,1,0,1,0,2,44556.98,12,21,2018
9772,8557A34F-2D30-4376-95FE-34BF63C95B5E,2,80000.0,0,1,0,2,35,3,18,3,2.0,0,26,2,0,0,0,2,37768.0,12,12,2018
9773,966DF341-3FF8-4016-BDEB-7F8C7E194821,2,31000.0,0,2,0,1,52,5,28,4,13.916666,0,4,2,1,0,1,2,51210.67,12,10,2018
9774,DDCBA643-E8FC-42B2-97E0-3B4FDF0D0C80,1,610000.0,0,1,0,2,57,3,12,4,16.0,0,6,2,0,0,0,2,36317.75,12,17,2018
9775,F9668009-390B-4E18-8F23-C104670403FC,1,525714.46,0,1,0,1,36,3,2,4,15.0,2,16,2,3,0,0,2,35049.27,12,17,2018
9776,604A9848-24E9-4403-8A8E-9BE15FF820D5,1,256010.0,1,1,0,1,49,3,2,3,26.916666,0,27,0,1,1,0,2,14383.34,10,2,2017
9777,C6853A0E-8FEC-47FD-8AAF-5BA1C2BEF6F2,1,596925.0,1,1,0,2,29,2,24,4,0.666666,2,42,0,0,1,0,2,40330.67,9,28,2017
9778,9B6C43A1-24D2-428F-AE78-59B26B3DF206,1,500000.0,1,1,0,2,35,5,1,3,7.0,0,3,2,1,1,0,2,27745.18,9,28,2017
9779,8076E38E-4A03-4477-A676-E1D1952DBBC8,1,587500.0,1,1,0,1,47,5,21,4,0.916666,0,15,1,0,1,0,2,16940.52,11,29,2017
9780,D21DA59B-3857-466F-816E-FA71FE1972FB,1,256500.0,1,4,0,1,45,3,23,4,12.0,0,9,2,0,0,0,2,33299.78,1,10,2018
9781,07C649F6-555F-4DF0-8016-33A416707145,1,300000.0,1,1,0,2,23,3,18,4,3.0,0,25,1,0,0,0,2,20702.93,9,28,2017
9782,A3C67382-85C8-462B-B592-1E0F303CF5AD,1,89250.0,1,1,0,2,31,3,18,4,11.833333,0,14,2,0,0,0,2,38545.27,4,16,2018
9783,3199232D-3F1F-4E31-A277-B2D659B3DFE9,1,484257.0,1,1,0,1,57,5,13,3,21.5,0,25,2,1,1,0,2,25625.2,4,3,2018
9784,DCF3D9ED-2577-44AB-A4D1-30AB1FDE827C,1,500000.0,1,2,0,2,48,5,30,4,27.0,0,15,2,1,1,0,2,75090.92,3,21,2018
9785,872B3B4C-BA1D-433B-87B3-8E72E44A6718,1,150000.0,1,4,0,1,43,5,18,4,11.0,0,25,2,1,0,1,2,25528.12,1,23,2018
9786,8453611A-A647-4815-9FE8-89FF9E82945A,1,500500.0,1,2,0,1,37,5,18,4,1.5,2,1,2,0,0,0,2,45153.18,11,9,2017
9787,44D1B779-0F28-4E75-A7CB-801E20443290,1,299625.0,1,1,0,1,35,5,13,2,7.0,1,44,1,1,1,0,2,20863.19,10,19,2017
9788,D3731945-034A-4D8A-A5FE-F768458A5651,1,86487.0,1,1,0,1,54,2,24,3,3.083333,0,6,2,0,0,0,2,17895.96,8,16,2017
9789,D66CB947-BEDA-4EF9-ACBE-61B0777AE7FF,1,571429.0,1,2,0,2,30,5,24,4,6.0,1,15,2,0,0,0,2,43074.41,8,15,2017
9790,50FC5478-3CE9-41D3-BFE5-AEAEF4FB6FA5,1,451069.0,1,1,0,1,32,3,2,3,12.0,0,25,2,1,1,0,2,23408.07,11,27,2017
9791,2BC2CB1F-809E-43D6-91ED-D4EF4C065EA8,1,70000.0,1,1,0,1,47,3,23,4,6.833333,0,42,2,0,0,0,2,17942.44,8,17,2017
9792,29CC16F5-B093-4EF3-9A55-89077FBF61FD,1,250000.0,1,4,0,1,33,5,28,4,4.0,1,18,2,1,0,1,2,40333.78,10,10,2017
9793,C459FEAF-A4F0-485C-AE01-7AEEB0F2D054,1,322500.0,1,1,0,2,32,3,8,4,5.0,0,12,2,0,0,0,2,34954.61,11,27,2017
9794,889ECE80-6586-4A86-B519-FDED1ABE79EA,1,62250.0,1,1,0,2,29,3,18,2,7.0,2,44,2,1,1,0,2,35363.0,6,25,2018
9795,82347D92-22D3-4B18-B9E7-AFB54BFF80D6,1,562500.0,1,1,0,2,42,5,17,3,8.0,1,15,2,1,1,0,2,30400.84,11,20,2017
9796,BE33C1FE-7817-45AB-91F8-B47DB0F43CB1,1,829418.11,1,1,0,2,34,3,18,2,1.25,1,41,1,0,0,0,2,73667.25,1,24,2018
9797,CEAFF3FE-EBAD-4BEF-AFAE-0D472FE7A6D7,1,437000.0,1,4,0,2,29,5,1,4,8.5,2,1,1,0,0,0,2,36462.68,6,6,2018
9798,F1D397D4-6121-4F4D-BD2C-9D1A8E85F3D6,1,750000.0,1,1,0,2,38,5,1,3,7.0,0,18,2,0,0,0,2,96637.79,11,22,2017
9799,2E0E3A1F-F55A-4358-9E33-DECBC038043D,1,600000.0,1,2,0,1,51,3,13,1,30.0,0,44,1,1,1,0,2,20196.55,11,22,2017
9800,D51AF42F-5091-4343-A64A-F653EF47B622,1,622103.0,1,1,0,2,33,3,12,4,5.916666,1,41,1,0,0,0,2,67223.49,6,19,2018
9801,25F0D60C-155B-4DD4-9EC8-CFFC90F382BB,1,352447.32,1,1,0,2,32,5,30,3,6.083333,2,15,1,0,0,0,2,34711.29,11,22,2017
9802,E5F1DC13-873B-4383-B187-4823E44076A4,1,727683.49,1,2,0,2,30,5,18,4,0.833333,0,41,2,0,0,0,2,44968.3,5,8,2018
9803,BCB24473-41A1-4F74-87E1-D9054EA0EAD1,1,1000000.0,1,1,0,2,33,5,12,4,0.583333,0,41,2,0,0,0,2,42188.89,8,17,2017
9804,A2B7DB1F-753D-403A-953D-74D2A221C8F2,1,400000.0,1,1,0,2,51,3,12,4,0.5,0,4,2,0,0,0,2,27221.77,4,18,2018
9805,FC8F9007-D49F-4B59-AF7F-3C9B28A4BB92,1,100962.0,1,1,0,1,43,3,18,3,1.0,1,25,1,1,1,0,2,23715.38,6,19,2018
9806,242E073D-3ADF-406A-A38A-473E88291DFA,1,451125.0,1,1,0,2,21,3,29,4,1.333333,0,27,2,0,0,0,2,26455.14,1,25,2018
9807,5E0CFDDB-C616-4D83-A31D-F1606F502999,1,218032.01,1,1,0,1,49,3,18,2,1.833333,0,42,2,3,1,0,2,14330.35,7,3,2018
9809,20E4A81A-ECEB-4A82-959C-A6D2F37B2CDC,1,236250.0,1,1,0,1,34,5,3,2,3.0,1,44,1,1,1,0,2,21067.5,10,16,2017
9810,B5A0F11C-2382-4E5D-874A-1AF624088A7F,1,135000.0,1,1,0,2,47,3,18,4,3.0,3,44,1,0,0,0,2,24257.68,11,20,2017
9811,295E8E06-7129-441E-8613-DAD7472341F8,1,350000.0,1,1,0,2,45,5,18,2,2.0,0,25,1,1,1,0,2,31926.21,6,8,2018
9812,7D9400E7-AAB6-4D84-BCEA-472153BB2FC1,2,31000.0,0,1,0,1,22,4,18,4,1.75,0,15,1,1,1,0,2,28997.0,12,11,2018
9813,7C3735DE-70E6-41E9-960B-8307C0A5A371,1,948375.0,1,1,0,1,53,3,13,2,12.25,0,20,2,1,1,0,2,18586.18,11,20,2017
9814,E3E3BE09-E187-482C-8B08-354A98668C77,1,300000.0,1,1,0,2,22,3,29,4,1.833333,1,42,2,0,0,0,2,23993.17,8,22,2017
9815,F39175AF-8D70-46F5-92D0-39B450859156,1,300000.0,1,1,0,2,28,4,9,4,0.666666,1,14,1,1,1,0,2,39410.44,11,23,2017
9816,359E15E6-3E49-4366-9E4A-51FDBB15633C,1,562500.0,1,2,0,2,27,5,1,4,8.0,1,15,2,1,1,0,2,38392.65,7,6,2018
9818,053DFB00-6DCA-4D4E-9E69-D86C2CB93FE7,1,500000.0,1,4,0,1,37,5,28,4,12.416666,1,15,2,1,0,1,2,44927.45,10,31,2017
9819,DE1FF959-A2E0-46F8-80AE-4F32FD432DEC,1,200000.0,1,1,0,2,38,5,18,3,13.083333,1,29,2,0,0,0,2,34654.27,3,1,2018
9820,974C6113-7079-4EC0-83F6-5C45C865047A,2,31000.0,0,1,0,1,49,3,1,2,0.916666,0,15,2,1,1,0,2,31625.68,10,18,2018
9821,0A49E3EA-E8C9-4263-B0A9-1753E036BBB6,1,51354.0,1,1,0,1,43,3,29,4,20.0,0,27,2,0,0,0,2,37620.76,5,23,2018
9822,379DE5FA-82FE-44C3-B5AF-7BFDF3E29873,1,525000.0,1,2,0,2,33,5,30,4,3.833333,1,15,2,1,1,0,2,48028.22,11,17,2017
9823,72C0C686-D19D-4F14-8F2E-AA7A9DB2F92C,1,112500.0,1,1,0,1,56,2,12,3,0.5,0,41,2,0,0,0,2,18962.42,10,30,2017
9824,29FBDB64-99AE-4E85-8E90-6D0B3872A631,1,600000.0,1,4,0,1,43,5,12,3,20.666666,2,30,2,1,1,0,2,55737.02,11,16,2017
9825,ED4B1537-2E9C-4D33-B300-37F3A300AECC,1,500000.0,1,1,0,1,35,2,18,2,8.75,0,18,2,0,0,0,2,32585.68,11,22,2017
9826,EFCC8813-F4E6-4868-B3BA-0106DE73B1E0,1,450000.0,1,2,0,2,35,5,20,1,12.333333,2,43,2,0,0,0,2,42195.0,11,16,2017
9827,FC6105CE-2D6F-4827-A3B3-B5593FB13E46,1,632300.0,1,1,0,1,37,5,15,3,2.416666,1,15,2,0,0,0,2,36790.75,11,24,2017
9828,B9269B92-5464-4662-83C7-637409185871,1,466200.0,1,4,0,1,28,5,28,4,5.833333,0,44,2,1,0,1,2,17825.59,11,17,2017
9829,68AE4596-E336-49F1-B412-41750267878D,1,335500.0,0,1,0,1,48,5,18,3,20.0,0,14,2,0,0,0,2,23262.0,7,12,2018
9830,0FFEE983-1AFA-4CC6-97CF-0A2B30444567,1,194595.0,1,1,0,1,29,5,27,4,7.0,0,15,2,0,0,0,2,21005.25,8,28,2017
9831,5B25B081-3516-4AB9-BA11-774D95D3370E,1,105264.0,1,1,0,2,28,3,18,3,1.166666,0,41,1,0,0,0,2,25012.0,8,30,2017
9832,596DAA5E-069C-491C-B754-3DB2AAD8BBA2,1,617143.0,1,2,0,1,41,5,1,3,12.0,1,15,2,1,1,0,2,34081.66,8,12,2017
9833,9ADF550F-B72C-4ED0-ACF9-A6617879ADF0,1,100000.0,1,2,0,1,42,5,18,4,4.5,0,25,1,1,1,0,2,72051.75,4,20,2018
9834,B0C2A161-5692-49C5-9853-BA1870C289BD,1,317636.89,0,1,0,2,48,3,9,4,0.25,0,14,1,1,1,0,2,19973.84,7,12,2018
9835,A323296E-2AF5-4F90-98B6-C264E33B4A03,1,168750.0,1,1,0,1,46,2,21,3,26.5,0,15,1,0,0,0,2,18046.66,10,31,2017
9836,A13850ED-7895-4822-8CA0-94177434D57E,1,250000.0,1,1,0,2,23,3,24,4,4.0,0,37,2,0,0,0,2,45302.89,3,29,2018
9837,BB35E2F1-0AF5-492F-B187-A5794DC6B02D,1,400000.0,1,1,0,2,43,3,18,2,1.5,1,2,1,0,1,0,2,25106.03,10,26,2017
9838,7625932A-5B00-4257-9F1B-23CA5D06F33E,1,159023.0,1,1,0,1,48,5,13,3,28.0,0,25,2,1,1,0,2,26792.76,12,4,2017
9839,118B61A9-E233-4FEF-AA42-D4FC333A8A1B,1,550000.0,1,1,0,1,39,3,1,2,6.333333,0,44,1,1,1,0,2,36696.04,3,30,2018
9840,E7ACDECA-1C93-4151-B46E-E9408C6ED98D,1,983546.68,1,2,0,1,58,5,28,4,30.0,0,15,2,1,1,0,2,46000.79,10,13,2017
9841,94B095F8-C26C-4F24-87BD-77F2CD4C03EB,1,452450.0,1,1,0,2,24,3,29,4,3.5,1,27,2,0,0,0,2,33082.5,10,11,2017
9842,AE42BCE0-17A8-4CBA-81CF-577EC5AEDEA9,1,342858.0,1,1,0,2,23,4,8,4,0.5,0,26,2,0,0,0,2,20015.26,9,4,2017
9843,C9A079F3-D732-40F3-BBAE-ECF7A59BFE64,1,500000.0,1,1,0,1,33,5,18,4,11.0,0,15,2,0,0,0,2,35417.93,11,30,2017
9844,6C402AD1-2E6D-48FE-85D8-0CB93567A7BD,1,270271.0,1,1,0,1,21,3,1,2,1.833333,0,15,2,0,0,0,2,17325.53,8,15,2017
9845,7BD72573-1073-4B88-91FD-69A6C028CE29,1,140000.0,1,1,0,1,45,3,13,2,26.0,0,44,1,0,0,0,2,15032.31,10,26,2017
9846,23F47E19-984F-404C-AD86-641F3E784E8E,1,150000.0,1,1,0,1,26,5,28,4,1.25,0,1,2,0,0,0,2,32984.88,10,26,2017
9847,1419CEA8-A17D-46C8-A886-13801591D507,1,632500.0,1,1,0,2,24,3,17,4,3.0,0,25,2,0,0,0,2,26552.0,10,27,2017
9848,9F1A482C-8AED-4B2E-82DC-E33B8E767A17,1,273526.0,1,1,0,2,41,3,17,4,8.25,2,14,1,3,0,0,2,40107.69,3,16,2018
9849,84A809A9-6308-457B-92A0-825349225634,1,600000.0,1,1,0,1,39,5,18,2,18.0,2,7,1,1,1,0,2,35109.18,11,2,2017
9850,32D973B2-B2E9-4029-AD4F-67DC652C6774,1,802450.0,1,1,0,1,40,5,18,4,3.0,0,27,2,0,0,0,2,50122.91,11,3,2017
9851,00987232-3AED-461D-8BB2-15B1784B61DD,1,333334.0,1,1,0,2,25,4,18,4,6.0,0,26,2,0,0,0,2,32118.06,8,14,2017
9852,009E1AED-8956-487C-8D6F-5AAB9B27501E,1,520000.0,1,1,0,2,34,5,0,2,2.416666,0,43,2,0,0,0,2,60065.99,11,17,2017
9853,067222E4-3013-49ED-A7EF-DA587DBC876B,1,80000.0,1,1,0,2,23,2,12,3,0.583333,0,0,2,0,0,0,2,33360.35,11,17,2017
9854,1BCDF6E9-DCB3-4341-BEFB-1AD5C39A5CB3,1,168750.0,1,1,0,2,35,3,24,4,3.916666,3,1,2,0,0,0,2,54170.46,11,14,2017
9855,8C4289E8-6855-4DD8-9213-0CCFB854438B,1,500000.0,1,2,0,1,54,5,18,4,19.0,1,26,2,0,0,0,2,82909.64,11,14,2017
9856,F793C29E-C607-46FB-A19A-2FD359625194,1,473000.0,1,1,0,2,25,3,12,4,4.166666,1,27,2,0,0,0,2,43185.63,11,15,2017
9857,AB0747F8-C0CE-4637-99C9-12A685426B1C,1,265000.0,1,2,0,2,38,5,9,3,0.75,2,14,1,1,1,0,2,51251.49,11,15,2017
9858,A74DAA49-0A18-4799-B11A-CCB97BFBBF02,1,226069.0,1,1,0,1,41,3,23,4,1.5,0,11,1,0,0,0,2,18602.03,10,9,2017
9859,740E8F43-8438-4366-B338-2B3E9FACA4CE,1,608000.0,0,1,0,1,43,5,18,3,2.416666,2,15,1,1,1,0,2,42955.55,8,13,2018
9860,4B9CEFB8-47E5-4CDE-977B-227D1943C352,1,562500.0,1,3,0,1,46,5,13,2,27.0,0,12,2,0,1,0,2,45291.86,11,15,2017
9861,2DE03345-301E-459C-9344-2B7561D616F7,1,881250.0,0,1,0,2,33,5,2,3,1.0,0,18,2,0,0,0,2,46708.39,8,29,2018
9862,E2DB9E20-F048-426C-8B5D-C8C06CA6C5CD,1,216022.0,1,1,0,1,51,3,0,4,9.583333,1,27,2,1,1,0,2,26945.34,11,27,2017
9863,E859EF2F-7CB6-4F8B-9EA0-10D9E0D73B74,1,165000.0,1,4,0,1,30,5,3,4,0.333333,0,15,2,1,1,0,2,23231.23,11,11,2017
9864,54C0ECBD-E910-4A7B-9738-31B78254787F,1,50000.0,1,4,0,2,30,6,13,2,10.166666,1,25,2,1,1,0,2,26553.9,1,31,2018
9865,E150BE08-875C-45B2-B110-0DD4CBAB1EA1,1,400000.0,1,1,0,2,25,4,12,4,0.916666,0,41,2,0,0,0,2,47745.22,8,16,2017
9866,2F9DE404-0F89-4F89-B28A-DF7B78E34942,1,220000.0,1,1,0,1,47,5,13,3,13.0,0,11,1,1,1,0,2,22096.0,7,2,2018
9867,784769A7-3238-4C08-B2B4-8EEB9AB2F598,1,112500.0,1,1,0,1,30,5,12,4,0.75,2,1,1,0,0,0,2,27656.37,6,25,2018
9868,D18625CB-EF31-4582-B536-DFA5CDB2543C,1,1000000.0,1,3,0,2,45,5,15,2,0.5,1,36,2,3,0,0,2,45240.0,11,7,2017
9869,E28BBEF4-FF30-4043-8221-5B46BFF3F00A,1,506250.0,1,1,0,1,30,5,18,1,5.0,2,37,1,0,0,0,2,34137.85,12,14,2017
9870,EE1FFF28-D2B3-44F4-95DE-669538ED15BF,1,322500.0,1,1,0,2,45,2,21,3,5.5,0,20,1,1,1,0,2,32222.0,11,7,2017
9871,3908C5AC-5DE9-432C-B49F-47D2F1DC56F3,1,337500.0,1,1,0,2,48,2,21,3,2.666666,0,28,1,0,0,0,2,27864.8,12,1,2017
9872,E13827F3-70A4-4B49-9D89-302E6218C0B1,1,382055.64,1,1,0,1,52,5,3,4,9.416666,0,15,2,1,1,0,2,29330.58,11,3,2017
9873,D759B65F-425D-4250-AF8A-B4AC98ECCCD1,1,435000.0,1,1,0,2,29,5,1,4,0.5,0,15,2,1,1,0,2,20990.6,10,10,2017
9874,D4EBA249-EBD3-4C03-86C4-E87C86991F37,1,2609520.0,1,2,0,2,55,5,2,2,13.666666,0,42,2,0,0,0,2,133835.0,3,20,2018
