,NaturalPersonID,ProductName,CreditSum,TypeOfWork,Employment,SignIP,sex,age,EducationStatus,otrasl_rabotodatelya,kolichestvo_rabotnikov_v_organizacii,OrgStanding_N,kolichestvo_detej_mladshe_18,LivingRegionName,Residence,IncomeDocumentKind,HaveSalaryCard,IsBankWorker,harakteristika_tekutschego_trudoustrojstva,ConfirmedMonthlyIncome (Target),month,day,year
158,57A7C9C9-BB99-4169-81C8-C450A6078CF4,2,31000.0,0,1,0,1,52,3,18,2,19.0,0,0,2,1,0,1,2,29457.9,11,15,2018
159,B94E04FB-DD62-43DB-811A-48FAAFDDA100,2,31000.0,0,2,0,1,41,5,28,4,18.666666,1,22,2,1,0,1,2,51650.73,11,9,2018
160,D53688BF-7D2C-46B9-ABE0-21C157D6E44E,2,268000.0,0,1,0,1,27,5,28,4,1.833333,0,15,2,1,0,1,2,54114.5,11,1,2018
161,F967726A-1F40-47D0-9722-497E29B6107B,2,60000.0,0,2,0,2,42,5,1,4,1.5,2,26,2,0,0,0,2,45000.0,11,30,2018
162,4538A763-8074-4CAE-B283-23AD0916402A,1,1000000.0,3,2,1,2,32,5,23,1,5.5,1,15,2,3,0,0,2,213183.67,11,1,2018
163,E07FA2AF-B22F-47DD-9C4D-24007B2023C8,1,1505292.13,0,2,0,1,34,5,18,3,13.0,1,17,1,0,0,0,2,82951.39,10,31,2018
164,D41C1976-FBA6-4BBC-8C93-2546F9CF0EA3,1,232748.95,0,1,0,2,48,3,18,2,3.083333,0,4,1,0,0,0,2,17636.35,11,15,2018
165,5B8F96C4-9178-4266-92D1-6E40E4C539CE,2,50000.0,0,1,0,2,32,3,1,4,5.0,1,27,2,1,1,0,2,22611.41,11,23,2018
166,E27F780C-411D-4F5E-AC24-3B02944F7800,1,100000.0,0,4,0,1,37,5,28,4,5.083333,0,15,2,1,0,1,2,25886.51,11,27,2018
167,7F44B954-44EF-4AC6-B205-48587A189A07,2,31000.0,0,1,0,2,29,5,28,4,1.0,0,11,2,1,0,1,2,24044.68,11,15,2018
168,02757F4B-1063-4C1F-BF04-544D281884ED,1,508000.0,0,1,0,1,24,5,4,3,2.083333,0,15,2,1,0,1,2,28905.83,11,29,2018
169,7E39F259-64F5-476E-98D3-0126B53F4A64,2,35000.0,0,1,0,1,40,5,18,1,11.5,3,44,1,1,0,1,2,25632.11,11,20,2018
170,D2BD72C1-186F-4C51-BB0F-AC1C3B30F329,2,31000.0,0,1,0,1,49,5,28,4,4.25,0,15,2,1,0,1,2,29837.99,11,21,2018
171,81AD6D05-548F-41E6-9CC7-3D3AA94C76D4,2,100000.0,0,1,0,1,25,3,28,4,1.583333,0,39,2,1,0,1,2,31177.07,11,22,2018
172,A105954E-7BD4-497B-BCC2-011489F32F10,1,508000.0,0,1,0,2,43,3,2,3,3.0,0,25,2,0,1,0,2,26945.32,12,5,2018
173,F9AA0128-D30E-4AEE-B9D8-A73B20F5CF10,1,588800.0,0,1,0,1,54,3,18,4,25.0,0,27,2,0,0,0,2,38507.59,12,3,2018
174,C7966BEF-A0AB-459C-8806-3B1637D900A1,1,102708.0,0,1,0,2,32,3,29,3,0.583333,0,15,1,0,0,0,2,21607.94,11,20,2018
175,9B47AF00-DF25-422C-9F17-01DF14BDE51C,1,461470.0,0,1,0,1,57,3,16,4,13.0,0,27,2,0,0,0,2,33714.18,12,4,2018
176,1B411A8C-9F4A-4B5A-B3A9-93CEF862B2D6,1,135450.0,0,1,0,1,32,2,18,3,0.666666,0,18,2,1,1,0,2,30015.0,11,19,2018
177,39DAEA15-53B6-4700-8F40-3367A5135C04,1,545218.47,0,1,0,2,34,5,18,3,7.0,0,13,2,0,0,0,2,15508.82,12,28,2018
178,1B07A641-00EC-4F1F-B3CD-6B5A54FDCC21,1,457313.0,0,1,0,2,44,3,23,1,4.083333,1,41,2,3,0,0,2,36904.0,11,19,2018
179,FE830358-6CA5-4FC4-ADD0-C6A11783EFDF,1,1368000.0,0,4,0,2,52,3,18,3,28.416666,0,2,1,0,0,0,2,43291.83,11,20,2018
180,DA436486-89E7-46FB-B52A-18115A45ADFD,1,569250.0,0,1,0,2,30,3,24,4,2.583333,0,15,2,1,1,0,2,54227.7,11,19,2018
181,4FCDC549-EC57-48D4-B979-E7141A28383E,2,31000.0,0,4,0,1,34,5,28,4,1.166666,1,44,1,1,0,1,2,27796.29,11,20,2018
182,1E0EC6D3-09B2-4528-8BA2-3A530777DF9A,1,113400.0,0,1,0,2,51,3,24,2,6.833333,0,36,2,0,0,0,2,44299.7,12,3,2018
183,1936511C-EB76-4F7A-BF68-7BDFF849E53C,1,503000.0,0,1,0,2,42,3,18,2,4.5,1,25,1,1,1,0,2,20043.34,12,20,2018
184,566BFDD0-A39E-4F5D-8DD3-148F827A927C,1,236500.0,0,1,0,1,55,5,13,2,7.0,0,41,2,0,0,0,2,35337.51,11,20,2018
185,D2C7BA56-AC31-4756-A1C6-4F354F812203,1,712000.0,0,4,0,2,29,5,23,2,1.083333,1,15,2,3,0,0,2,50520.75,12,10,2018
186,C09EE334-7D8B-4C15-9280-26A9D80C4A17,2,31000.0,0,1,0,1,44,5,28,4,8.5,0,44,2,1,0,1,2,33897.01,11,20,2018
187,0EF22899-2B5E-4722-8FE6-E6DC572813E4,2,47000.0,0,1,0,2,28,5,28,4,8.25,0,15,2,1,0,1,2,28271.21,11,22,2018
188,65DB4FB6-292F-4725-A570-69F5993C2EEC,2,31000.0,0,1,0,1,30,5,28,4,7.666666,0,24,2,1,0,1,2,70914.41,11,21,2018
189,6936789D-CDF0-4A67-9B5A-3471A88602BA,2,50000.0,0,1,0,2,31,5,28,4,0.5,0,15,2,1,0,1,2,21940.01,11,23,2018
190,FE414B8E-8EC8-4E3F-8C56-45F010D8A363,1,400000.0,0,1,0,1,27,5,28,4,1.833333,0,15,2,1,0,1,2,23031.22,11,23,2018
191,9E19F67D-89C3-467B-B2CE-5864C103EA94,2,31000.0,0,1,0,1,27,5,28,4,0.583333,0,13,2,1,0,1,2,30658.81,11,26,2018
192,3D464F24-03C2-4A56-8A53-6055F4B53364,1,532275.0,0,1,0,2,42,3,0,3,8.083333,2,41,1,1,1,0,2,38799.79,11,28,2018
193,DAC576B1-8117-41E8-93C8-F28C24928F56,1,102708.0,0,2,0,2,44,5,30,4,19.583333,1,15,2,1,1,0,2,48840.89,11,26,2018
194,F47C6AC8-8CCA-46F3-AC04-57A384EA3052,2,31000.0,0,1,0,1,27,5,28,4,4.166666,1,29,2,1,0,1,2,63762.28,11,9,2018
195,E2910AD1-AF1E-4BEF-8B2A-398BC0E3C777,1,1361200.0,0,3,0,2,35,5,1,3,7.0,0,25,2,0,0,0,2,50317.1,11,28,2018
196,D3D38F05-941C-4849-A88C-5157C87E400A,1,910567.98,0,1,0,2,47,3,24,2,2.25,0,1,1,0,0,0,2,46052.83,11,24,2018
197,10B152F3-CF7D-4EE5-887D-05B4B1477B2F,2,31000.0,0,1,0,1,22,5,28,4,1.583333,0,1,2,1,0,1,2,24696.65,11,22,2018
198,AE04CE5D-BEB0-4416-BAFA-05BE341472DE,1,783200.0,0,2,0,2,51,5,1,4,2.0,0,15,2,1,1,0,2,84460.33,12,5,2018
199,5170096E-761A-49CB-BC49-72B8EE12770E,2,31000.0,0,4,0,1,47,5,18,3,11.0,1,26,2,1,0,1,2,43940.27,11,23,2018
200,9F73F209-7966-448E-A4EA-E551740D0FCB,1,290250.0,0,2,0,1,26,5,24,4,3.0,0,36,2,0,0,0,2,47646.65,11,28,2018
201,ECA8308C-AB4A-44D1-ADDC-5A5432E1E7DF,2,31000.0,0,4,0,1,30,5,28,4,2.083333,1,29,2,1,0,1,2,47038.24,11,20,2018
202,18EB167C-A375-40D1-B2C7-0DA42817E785,1,480000.0,0,1,0,1,55,3,18,2,1.916666,0,36,1,0,0,0,2,26100.0,11,26,2018
203,3B52CC9D-0A2E-48C8-BA07-C6F98CEFBDCC,2,31000.0,0,1,0,1,30,5,28,4,7.5,0,15,2,1,0,1,2,29061.36,11,23,2018
204,AAF4EE98-4701-41EC-9C63-75B0AAF01D09,1,571500.0,0,1,0,2,46,3,21,4,13.0,1,11,1,1,1,0,2,50318.54,11,16,2018
205,6DA1A2CB-6EBE-4D33-858C-605981BA1D70,1,718000.0,0,2,0,1,37,5,28,4,2.916666,0,15,2,1,0,1,2,67090.6,11,12,2018
206,9AB37ADF-4B8A-4D2E-962C-A1518B772DFF,2,31000.0,0,1,0,1,27,5,28,4,1.5,0,35,2,1,0,1,2,27685.71,11,13,2018
207,A310FE81-ACE3-4396-8822-157AA2F6422B,1,453375.0,0,1,0,2,53,2,15,4,5.0,0,20,1,0,0,0,2,23195.84,11,19,2018
208,1E59B714-F185-4F47-84A6-191BE9239C59,1,710000.0,0,1,0,2,31,3,16,2,4.5,1,15,1,1,1,0,2,46756.27,11,16,2018
209,2CCE4033-814D-4A37-AE79-574F2BA6FEB3,1,882369.88,0,4,0,2,29,5,1,2,5.166666,0,15,2,0,0,0,2,35766.37,11,13,2018
210,9EF3B6AA-32A5-498C-83FE-E6D163B844CA,1,846000.0,0,3,0,2,49,5,3,1,6.416666,0,36,2,3,0,0,2,80040.0,11,29,2018
211,DFB846F9-1BA7-4229-BF99-8E0133E4D412,1,410000.0,0,1,0,2,22,3,8,3,0.583333,0,41,1,0,0,0,2,24920.44,11,16,2018
212,38D14E9A-AB56-4058-AC24-1D66F5274F68,1,499999.32,0,1,0,2,22,3,23,4,3.416666,0,35,2,0,0,0,2,29215.26,11,8,2018
213,9D588F95-390B-4885-A61C-3CAD1B51F030,2,100000.0,0,1,0,2,40,3,24,4,4.166666,2,15,2,1,1,0,2,37367.89,11,11,2018
214,B1834F37-27B8-46AF-ABE6-C71BF9EF6CB2,1,712000.0,0,1,0,2,55,3,18,4,19.5,0,23,2,1,1,0,2,41182.94,11,12,2018
215,99D15ED9-3D47-4EA6-8F7F-DE2A2BDAD9FA,2,31000.0,0,1,0,1,33,5,28,4,0.583333,0,41,2,1,0,1,2,54952.45,11,20,2018
216,5B4F45BE-0053-47C3-A3CD-174D9A0DE640,2,100000.0,0,1,0,1,26,5,28,4,3.0,0,1,2,1,0,1,2,50604.64,11,9,2018
217,90C210B9-F517-4923-AE59-5AF654F13D87,1,102500.0,0,1,0,1,54,3,20,4,36.0,0,25,2,1,1,0,2,25416.66,11,28,2018
218,CCF76E57-5A5F-4DF7-935A-7E8C3B3B86FC,1,354204.0,0,1,0,2,32,3,29,4,6.083333,0,28,2,0,0,0,2,60195.18,11,30,2018
219,A7E941C1-99C5-403D-A19F-D760925C1402,1,560000.0,0,2,0,2,25,5,13,2,2.25,2,44,1,0,1,0,2,49673.43,12,3,2018
220,4DEE1923-8F1C-4CE6-BD8D-1DE8B17DF70E,2,31000.0,0,1,0,1,35,5,18,2,1.0,3,25,2,1,1,0,2,31585.18,12,13,2018
221,A4382511-75B1-4595-9AB5-FCB5AEA34DBD,1,755208.15,0,1,0,2,26,3,23,1,5.0,0,32,2,3,1,0,2,30049.75,11,27,2018
222,1EC1D063-F83F-4950-8009-493618EEFF31,2,31000.0,0,1,0,1,21,4,28,4,1.5,0,15,2,1,0,1,2,27523.22,11,21,2018
223,7E7ED78B-0A4C-4DCE-B6C9-7FFD6F8AFC23,1,725674.47,0,2,0,1,33,5,13,3,1.083333,0,25,2,0,1,0,2,25011.0,11,28,2018
224,120E04C3-0A93-4EDD-9179-16829BBCDD0B,1,264375.0,0,1,0,1,35,3,18,4,1.0,3,13,2,0,1,0,2,23486.37,11,21,2018
225,D9D1DAE2-0DE3-400A-BC50-C0D7DBD9482B,2,31000.0,0,1,0,2,31,5,28,2,7.5,1,3,2,1,0,1,2,32103.37,11,20,2018
226,158F1B5F-1017-4F0E-8F0C-4F23AA9E90BE,1,337500.0,0,4,0,1,34,5,1,2,12.833333,0,15,1,1,1,0,2,37231.32,11,22,2018
227,4C07BA79-6EFA-4EFE-992E-204B8B9CAF6F,1,700000.0,0,1,0,1,43,2,18,3,2.0,1,26,2,0,0,0,2,16812.11,11,19,2018
228,1DB39C47-CC7F-4BF0-8156-E5DDA98CAE60,2,31000.0,0,2,0,1,51,5,28,4,8.0,0,41,2,1,0,1,2,47915.66,11,20,2018
229,7271E5A0-AF81-4C72-BB82-D6D6C7A6999E,2,31000.0,0,2,0,2,34,5,28,4,10.0,2,44,1,1,0,1,2,33491.66,11,20,2018
230,6B2DD764-A7B7-4F62-B620-2F3E6EEEC093,1,281250.0,0,1,0,1,50,3,29,4,2.666666,0,41,2,0,0,0,2,20610.55,11,19,2018
231,1DA83FF4-D6FC-4E91-A556-00E564F12145,2,35000.0,0,2,0,1,43,5,28,1,5.083333,1,44,1,1,0,1,2,28864.18,11,20,2018
232,E9C00E19-01BD-49ED-980B-36CD72F970FB,1,500000.0,0,1,0,1,30,5,28,4,4.416666,0,36,1,1,0,1,2,82420.23,11,30,2018
233,12B30164-E34A-4261-ACC1-423F871FC221,1,708000.0,0,1,0,1,38,5,23,4,7.833333,2,25,1,0,0,0,2,41959.0,11,26,2018
234,683D4B40-1FAF-42B9-991A-D694779FA0A8,1,701000.0,0,2,0,1,46,5,8,4,14.0,0,12,2,0,0,0,2,75935.24,12,4,2018
235,5454D779-3844-4BB0-88C7-43622F7B1C6C,1,504496.31,0,2,0,1,28,5,1,3,3.416666,0,15,2,1,1,0,2,67452.76,12,3,2018
236,9240C8FC-C0F0-49C0-ABC1-B48EA2DC7831,1,800000.0,0,4,0,1,32,5,28,4,8.166666,1,15,2,1,0,1,2,68934.05,12,3,2018
237,23D31411-222B-462D-B163-6990982F6A36,2,31000.0,0,2,0,2,35,5,28,4,11.416666,1,27,2,1,0,1,2,50216.12,11,27,2018
238,63A8ED6E-DEF9-43BE-83C3-ACB7930400C7,1,524496.6,0,1,0,1,26,5,13,3,3.416666,0,25,2,1,1,0,2,25588.8,11,29,2018
239,92FCD011-988E-49B7-A3AD-A29C8A195465,1,941600.0,0,1,0,1,23,5,28,4,1.166666,0,25,2,1,0,1,2,32748.27,11,26,2018
240,CC375C8B-4E0C-4390-B1CC-15DDE0F98DB8,1,110704.0,0,1,0,2,56,5,13,1,12.0,0,44,1,1,1,0,2,12669.9,12,5,2018
241,D478FFB5-4498-4A21-BF5A-26863C3280B7,1,326391.17,0,1,0,2,57,2,8,3,1.5,0,27,1,0,1,0,2,16095.25,11,29,2018
242,2371EEA5-6237-4A47-A6CF-4AA3E1E325FE,1,587500.0,0,1,0,1,37,5,13,2,5.25,1,1,1,0,0,0,2,23027.18,11,28,2018
243,7D7958F5-9ACA-40D0-815C-B7BD8E014672,1,650000.0,0,1,0,1,24,5,28,4,1.416666,0,27,2,1,0,1,2,38007.72,11,28,2018
244,1E7442A5-77D0-4CE8-9FBD-8818BB70E149,1,300000.0,0,1,0,2,26,5,23,2,1.25,0,1,2,0,0,0,2,40790.54,11,14,2018
245,859E214A-E5A0-4B48-A457-8A015F682997,1,950000.0,0,3,0,2,30,5,18,4,2.0,1,26,2,0,0,0,2,120672.04,11,16,2018
246,E28BCB34-AB77-4D9A-B7FD-FA8FB4D302B8,2,50000.0,0,1,0,2,56,3,12,3,0.25,1,32,2,1,1,0,2,54235.63,12,29,2018
247,A3D823E8-4527-4F16-9A62-5BD187600B57,1,340313.0,0,1,0,2,28,3,18,4,2.0,0,27,2,0,0,0,2,37551.44,11,16,2018
248,21EC14EC-6CA9-44A4-8E5F-6A91121DB141,1,600000.0,0,1,0,2,39,3,1,2,1.5,2,21,1,1,1,0,2,30836.77,12,3,2018
249,E9B24BF9-A494-4D79-8F57-8160FCFF7AD1,1,455625.0,0,4,0,2,30,5,8,3,7.0,2,25,1,0,0,0,2,32053.36,10,23,2018
250,34A6B669-E763-4E09-A619-5CE288F26687,2,50000.0,0,1,0,1,23,5,28,4,1.416666,0,14,1,1,0,1,2,21909.97,11,2,2018
251,328F06EB-E225-476B-8D15-1C8281C1778A,2,50000.0,0,1,0,1,28,5,28,4,0.583333,0,36,2,1,0,1,2,44969.32,11,26,2018
252,164DF085-EDEF-4FFA-B0AC-5D172518A527,2,100000.0,0,1,0,2,26,5,0,3,3.75,0,15,1,1,1,0,2,56454.83,11,12,2018
253,88D94881-78FF-4F7E-BF00-B9CC0C33A629,1,770110.0,0,1,0,2,40,3,24,4,21.0,1,26,2,0,0,0,2,64355.3,12,12,2018
254,197E30C2-5E5F-4DA4-BF9F-6C9BA6DF2C6B,2,31000.0,0,1,0,1,44,3,14,1,7.916666,1,44,1,0,0,0,2,14110.0,12,20,2018
255,FEEE96FA-FC20-45F0-87EA-F73303DB0C59,2,50000.0,0,1,0,1,36,5,18,4,0.916666,0,13,2,1,1,0,2,30891.18,12,25,2018
256,36B03696-1F49-4316-BB70-6BD5637D29CB,2,100000.0,0,1,0,2,45,5,18,2,17.0,2,7,2,1,1,0,2,25700.0,11,9,2018
257,74D56551-216D-4EBF-AAA3-0A0DB948731F,1,371250.0,0,1,0,2,31,5,18,4,8.0,1,44,1,0,0,0,2,50055.82,11,9,2018
258,F19F760A-3DBD-4148-A373-7A180C14D2DD,2,300000.0,0,1,0,1,37,5,1,2,17.0,2,1,1,1,1,0,2,40038.73,12,24,2018
259,ACA32319-1133-44E6-A272-690D2839EBD9,1,265523.0,0,1,0,1,30,5,18,4,8.416666,1,13,2,0,0,0,2,24653.26,11,9,2018
260,7F44A63A-36E6-42EE-9AD6-6BA6F26FDE4F,2,60000.0,0,1,0,1,41,5,1,4,15.0,1,12,2,1,1,0,2,21166.54,11,8,2018
261,454DBB15-0758-4921-AC74-6BD6DAE9F2EE,2,500000.0,0,2,0,2,39,3,23,1,5.0,2,6,2,1,1,0,2,99341.07,11,2,2018
262,BBEE3DF3-B797-40B0-96CE-6E687BA8945B,1,828872.76,0,1,0,2,24,2,18,3,3.083333,0,25,2,0,0,0,2,34233.0,11,16,2018
263,5075FC74-3F01-407E-B9D9-6EAF489DD6F7,2,31000.0,0,1,0,1,24,5,28,4,2.166666,0,42,2,1,0,1,2,26153.4,11,8,2018
264,AD041868-FE5A-41C6-BC10-0E5A1B3B71E9,1,574258.05,0,1,0,1,60,5,13,2,22.0,0,41,2,0,0,0,2,30502.93,12,3,2018
265,E2A60790-043B-43D5-961A-44D408A77B72,1,685000.0,0,3,0,1,37,5,13,2,6.0,1,15,1,0,0,0,2,40251.43,11,12,2018
266,6CE29129-F393-4EA5-8421-48773984CEBA,1,701000.0,0,2,0,1,58,3,1,2,4.25,0,23,2,1,1,0,2,42594.83,11,27,2018
267,61600431-F3F2-494A-ABEC-73A8264B857B,1,783200.0,0,4,0,2,33,3,23,2,3.666666,1,15,1,3,0,0,2,72688.5,11,7,2018
268,382E774D-8E3E-4D7A-9F26-3E0D49FAB520,1,869400.0,0,4,0,2,33,5,16,3,0.5,2,44,2,0,1,0,2,36549.7,11,29,2018
269,FB35A84F-8DA8-475C-AA30-3423A3A21653,2,90000.0,0,1,0,2,46,2,12,4,6.916666,0,17,1,0,0,0,2,49552.45,12,14,2018
270,E5B702D2-81AA-40AA-8027-06AA06F6333C,1,136794.27,0,1,0,1,24,5,18,4,3.5,0,25,2,1,1,0,2,27469.9,12,17,2018
271,879C7470-E5B5-4DD6-B579-7816D972CA3C,2,31000.0,0,4,0,1,50,5,28,4,5.583333,0,43,2,1,0,1,2,27646.61,11,16,2018
272,0AB08B1B-BF9D-4272-A16F-EDB4E01D0C80,1,100000.0,0,1,0,1,40,5,28,4,11.083333,2,22,2,1,0,1,2,47175.2,12,20,2018
273,5AA17129-7973-4726-8C15-789FD5806F20,1,1579900.0,0,2,0,2,44,3,20,3,24.0,0,36,2,0,0,0,2,58229.46,11,16,2018
274,A1D9C337-11CD-46D2-856A-E8DEC30DE508,1,798000.0,0,2,0,2,51,5,29,4,1.0,1,27,2,0,0,0,2,57953.48,12,19,2018
275,EF6E53ED-2EB7-46A5-96DB-512C77E390DB,2,31000.0,0,1,0,2,24,2,9,4,0.5,0,14,1,1,1,0,2,21552.68,12,11,2018
276,4B698998-0159-4048-9972-950F3C37A655,1,815000.0,0,2,0,1,44,5,18,3,0.916666,0,14,2,1,1,0,2,53274.62,12,4,2018
277,4D62A181-034D-4AF0-B2B3-925D0AEAD897,1,116850.0,0,1,0,1,27,5,18,3,0.583333,1,10,2,0,0,0,2,40353.22,12,26,2018
278,A42720F1-714D-4F40-BB2E-36CB6A00D67E,1,800000.0,0,2,0,1,49,5,1,1,18.0,0,6,2,1,1,0,2,37019.0,12,14,2018
279,A0F6BDE0-AB7B-436A-830A-BBC337F69424,1,108334.0,0,1,0,2,43,3,18,4,2.583333,1,27,2,0,0,0,2,50081.25,12,18,2018
280,1B9A49FB-278E-4A6C-82BE-7B8A0ECF497E,2,200000.0,0,4,0,2,36,5,28,2,1.0,2,15,2,1,1,0,2,66436.26,11,1,2018
281,857B371B-240C-4A53-AE0F-3D0FBE9E6FFE,1,100000.0,0,1,0,2,23,3,18,4,1.166666,0,14,1,1,1,0,2,24700.27,12,29,2018
282,2141900C-8A93-4751-AAF5-7D6A13113473,2,31000.0,0,1,0,1,21,5,28,4,2.166666,0,12,2,1,0,1,2,18439.27,11,15,2018
283,CBDDC1B7-7F66-4F3C-917E-F8F17F6BCF58,1,456500.0,0,1,0,2,45,5,1,3,15.0,3,23,1,0,0,0,2,36480.36,12,21,2018
284,BE8BD604-716D-47E9-A295-72B31F0338ED,1,365971.65,0,1,0,2,43,3,30,3,4.833333,1,7,2,0,0,0,2,32424.41,12,14,2018
285,18665800-A9E1-4131-AD21-B6AB7AABCC6C,1,300000.0,0,4,0,1,33,5,28,4,8.416666,1,20,1,1,0,1,2,32053.6,12,21,2018
286,D0CE983B-514F-4313-8D88-D4C63B11A602,2,35000.0,0,1,0,2,37,5,8,4,10.5,1,13,2,0,0,0,2,57100.0,12,6,2018
287,7126BD0B-C9CC-443B-AA88-3752273A3759,1,539458.23,0,1,0,2,45,2,21,2,9.083333,1,44,1,3,1,0,2,21389.0,12,7,2018
288,59A4AEFC-67D9-49CE-B1EC-C8EC75F722ED,1,371771.28,0,1,0,2,28,3,23,4,6.916666,0,13,2,0,0,0,2,23605.56,12,25,2018
289,A6E65904-6671-4958-96AE-CD52747D75B6,2,31000.0,0,2,0,1,45,5,5,2,26.0,1,15,1,1,1,0,2,30512.27,12,7,2018
290,2933369C-48AE-419A-833B-FCF3D7213D57,1,109113.0,0,1,0,1,49,3,21,3,3.0,0,20,1,1,1,0,2,19411.85,12,7,2018
291,5D295D02-47C2-4A59-9DDE-0B3981632549,2,70000.0,0,1,0,1,27,5,2,4,3.416666,1,0,2,1,1,0,2,61717.69,12,7,2018
292,0EC7296A-B309-4FAD-9AEB-5BEACC404407,1,158800.0,0,1,0,2,27,5,13,1,5.333333,0,25,1,1,1,0,2,26233.13,12,20,2018
293,E322D7BC-14B7-44EB-B3D3-CBC7654391EC,2,500000.0,0,1,0,2,32,6,23,2,1.583333,2,15,1,3,0,0,2,73591.0,11,2,2018
294,DF9F0135-4686-4CF4-B155-856E95EC04C2,1,928400.0,0,1,0,2,54,5,12,4,21.416666,0,41,2,0,0,0,2,52880.08,12,26,2018
295,236F5C7C-1296-4B6C-A8CB-07D7DC0D2D98,1,124300.0,0,1,0,1,52,5,13,2,4.0,1,11,2,0,0,0,2,27758.1,12,19,2018
298,C20D94D3-8657-4E67-97EB-E6B4807BC87B,1,100000.0,0,3,0,1,28,5,28,4,5.583333,0,41,2,1,0,1,2,46294.0,12,18,2018
299,57B9E46B-ECC4-4778-B11E-9802CDA47615,2,50000.0,0,2,0,1,32,3,18,4,0.75,1,25,2,1,1,0,2,27815.1,12,11,2018
300,697D4832-FB60-429D-B729-C019C048DAFA,1,112500.0,0,1,0,1,36,5,1,2,5.0,1,6,1,1,1,0,2,25724.17,12,20,2018
301,0BE9FCAC-75D5-4DF8-B041-B55670D4ABA7,1,1488158.03,0,1,0,2,43,3,8,4,5.416666,0,29,2,0,0,0,2,55411.98,12,19,2018
302,E55BFA62-1EA0-4DA9-8B8F-A26A0E4DCEFE,1,781000.0,0,3,0,2,33,5,0,1,3.416666,1,1,2,0,0,0,2,74530.0,12,25,2018
303,9AB1525D-6E43-4490-A5FD-1DDDA1314A0D,2,62782.29,0,4,0,2,36,5,30,4,4.5,0,36,2,0,0,0,2,55720.98,12,6,2018
304,39B3425E-D7CB-47E0-BEB7-FA0F3EEB8699,1,408900.0,0,1,0,1,41,5,13,3,6.0,1,25,2,1,1,0,2,26623.5,12,19,2018
305,2928018A-C1AE-45AF-AEF9-EB0519C3BB9E,1,480600.0,0,1,0,2,61,3,24,3,15.666666,0,15,2,0,1,0,2,63333.72,12,11,2018
306,5732C8A5-EF96-4F80-BD66-AE38680CECBF,1,100000.0,0,2,0,1,51,5,28,4,8.0,0,41,2,1,0,1,2,47640.42,12,26,2018
307,F95FD272-45E6-491B-9258-B108E3E988E9,2,50000.0,0,2,0,2,55,5,28,4,6.0,0,21,2,1,0,1,2,51356.37,11,15,2018
308,CCD1F779-DFAD-4292-A74A-91C9F6E11B8F,1,701000.0,0,1,0,2,24,3,0,2,3.0,0,15,2,1,1,0,2,53216.5,11,26,2018
309,1A095E2D-18DE-4978-90CB-52DCD39E938B,1,950000.0,0,1,0,2,42,3,30,4,8.666666,1,15,2,1,1,0,2,36044.31,11,19,2018
310,BCAE72E2-D0DD-485A-AF8C-EBF12465AD08,1,770000.0,0,1,0,2,51,2,2,4,9.166666,1,15,2,1,1,0,2,37104.47,11,26,2018
311,9C8C935A-768A-44E7-AAAC-BE26D22877B6,1,112500.0,0,1,0,1,44,5,13,2,24.75,0,3,1,1,1,0,2,18776.7,11,26,2018
312,165922D0-B785-4968-AB9F-BE7AAA362A75,1,300000.0,0,1,0,1,39,5,13,2,16.0,1,12,1,1,1,0,2,36828.24,11,22,2018
313,8AA9DF50-D6FF-475A-9B04-7425694B565C,2,50000.0,0,1,0,1,42,3,22,1,9.583333,1,37,1,3,0,0,2,23490.0,11,23,2018
314,199D39DB-9FA7-4A6A-9D46-5D6E4CA7DC57,1,712900.0,0,4,0,1,31,5,2,4,7.0,2,27,1,1,1,0,2,30621.63,11,26,2018
315,1F54F94D-1D24-4AD7-8E50-7C807F0E608C,1,150000.0,0,1,0,1,44,5,13,2,6.166666,1,6,1,1,1,0,2,33971.93,11,22,2018
316,84B4ADC1-2CBE-4900-93FD-817E682B7932,1,1100000.0,0,3,0,2,50,6,13,2,1.25,0,15,1,1,1,0,2,46014.8,11,26,2018
317,C2A2B1B8-1CF0-40AD-8323-1A9BF5302680,1,881114.41,0,1,0,1,46,3,2,4,28.0,0,13,2,0,0,0,2,25304.48,11,28,2018
318,B4BF2BCD-05AB-4A00-A40C-ABB616AE4834,1,688500.0,0,1,0,2,56,3,29,4,21.0,0,15,2,1,1,0,2,36934.5,11,29,2018
319,F727E13F-E59D-4CAF-A2CF-29F71F6B7AA3,2,31000.0,0,1,0,1,40,5,28,4,2.333333,1,39,2,1,0,1,2,41296.21,11,21,2018
320,C720E3D0-E0AF-4E75-9C09-6BAE1151418F,1,701000.0,0,2,0,1,37,5,13,3,17.0,0,6,2,1,1,0,2,39499.59,11,20,2018
321,4E72A5BF-4EA1-4928-998A-1431B216BB42,1,329181.89,0,1,0,1,28,5,13,3,6.0,0,35,1,0,0,0,2,33470.64,11,26,2018
322,E11711E4-1646-4676-BA32-135B2FE58643,1,416250.0,0,1,0,2,33,2,18,3,3.0,0,41,2,0,0,0,2,43758.59,11,19,2018
323,46829FB4-CB4C-4045-9F5B-0332292C937F,2,35000.0,0,1,0,1,35,5,28,4,5.333333,2,43,2,1,0,1,2,40812.5,11,21,2018
324,AD1B657C-57FB-473E-A16D-579C39159BE5,1,474113.0,0,1,0,1,29,3,2,4,7.416666,2,21,1,1,1,0,2,28388.03,11,26,2018
